"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.525   114.390    50.269    36.280     0.000    38.861     1.294       557
    28.525   114.490    53.897    36.280     0.000    39.061     1.380       557
    28.525   114.590    57.525    36.280     0.000    39.261     1.465       557
    28.525   114.690    61.153    36.280     0.000    39.461     1.550       557
    28.525   114.790    64.781    36.280     0.000    39.661     1.633       557
    28.525   114.890    68.409    36.280     0.000    39.861     1.716       557
    28.525   114.990    72.037    36.280     0.000    40.061     1.798       557
    28.525   115.090    75.665    36.280     0.000    40.261     1.879       557
    28.525   115.190    79.293    36.280     0.000    40.461     1.960       557
    28.525   115.290    82.921    36.280     0.000    40.661     2.039       557
    28.525   115.390    86.549    36.280     0.000    40.861     2.118       557
    28.525   115.490    90.177    36.280     0.000    41.061     2.196       557
    28.525   115.590    93.805    36.280     0.000    41.261     2.273       557
    28.525   115.690    97.433    36.280     0.000    41.461     2.350       557
    28.525   115.790   101.061    36.280     0.000    41.661     2.426       557
    28.525   115.890   104.689    36.280     0.000    41.861     2.501       557
    28.525   115.990   108.317    36.280     0.000    42.061     2.575       557
    28.525   116.090   111.945    36.280     0.000    42.261     2.649       557
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.516   111.220     0.182     3.191     0.000     3.257     0.056       418
    28.516   111.320     0.549     4.158     6.734     4.293     0.128       418
    28.516   111.420     1.014     5.126     9.672     5.329     0.190       418
    28.516   111.520     1.575     6.115     9.893     6.378     0.247       418
    28.516   111.620     2.219     6.618     5.035     6.942     0.320       418
    28.516   111.720     2.895     6.859     2.401     7.261     0.399       418
    28.516   111.820     3.588     7.003     1.446     7.513     0.478       418
    28.516   111.920     4.295     7.116     1.125     7.748     0.554       418
    28.516   112.020     5.009     7.180     0.644     7.959     0.629       418
    28.516   112.120     5.731     7.245     0.644     8.170     0.701       418
    28.516   112.220     6.458     7.309     0.644     8.381     0.771       418
    28.516   112.320     7.193     7.398     0.888     8.611     0.835       418
    28.516   112.420     7.948     7.706     3.078     9.016     0.882       418
    28.516   112.520     8.734     8.013     3.078     9.421     0.927       418
    28.516   112.620     9.551     8.373     3.598     9.861     0.969       418
    28.516   112.720    10.410     8.775     4.023    10.311     1.010       418
    28.516   112.820    11.306     9.144     3.686    10.730     1.054       418
    28.516   112.920    12.239     9.513     3.686    11.150     1.098       418
    28.516   113.020    13.208     9.881     3.686    11.569     1.142       418
    28.516   113.120    14.215    10.250     3.686    11.989     1.186       418
    28.516   113.220    15.258    10.618     3.686    12.408     1.230       418
    28.516   113.320    16.339    10.998     3.792    12.838     1.273       418
    28.516   113.420    17.458    11.393     3.951    13.281     1.315       418
    28.516   113.520    18.729    15.832    44.391    15.832     1.183       418
    28.516   113.620    21.157    21.136    13.864    21.136     1.001       418
    28.516   113.720    24.413    29.198   -13.429    29.198     0.836       418
    28.516   113.820    27.642    32.485     4.019    34.572     0.800       418
    28.516   113.920    30.910    32.887     4.019    35.021     0.883       418
    28.516   114.020    34.222    33.540     6.534    35.718     0.958       418
    28.516   114.120    37.655    34.850    13.098    37.099     1.015       418
    28.516   114.220    41.140    34.850     0.000    37.299     1.103       418
    28.516   114.320    44.625    34.850     0.000    37.499     1.190       418
    28.516   114.420    48.110    34.850     0.000    37.699     1.276       418
    28.516   114.520    51.595    34.850     0.000    37.899     1.361       418
    28.516   114.620    55.080    34.850     0.000    38.099     1.446       418
    28.516   114.720    58.565    34.850     0.000    38.299     1.529       418
    28.516   114.820    62.050    34.850     0.000    38.499     1.612       418
    28.516   114.920    65.535    34.850     0.000    38.699     1.693       418
    28.516   115.020    69.020    34.850     0.000    38.899     1.774       418
    28.516   115.120    72.505    34.850     0.000    39.099     1.854       418
    28.516   115.220    75.990    34.850     0.000    39.299     1.934       418
    28.516   115.320    79.475    34.850     0.000    39.499     2.012       418
    28.516   115.420    82.960    34.850     0.000    39.699     2.090       418
    28.516   115.520    86.445    34.850     0.000    39.899     2.167       418
    28.516   115.620    89.930    34.850     0.000    40.099     2.243       418
    28.516   115.720    93.415    34.850     0.000    40.299     2.318       418
    28.516   115.820    96.900    34.850     0.000    40.499     2.393       418
    28.516   115.920   100.385    34.850     0.000    40.699     2.467       418
    28.516   116.020   103.870    34.850     0.000    40.899     2.540       418
    28.516   116.120   107.355    34.850     0.000    41.099     2.612       418
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.487   111.270     0.198     4.171     0.000     4.179     0.047       556
    28.487   111.370     0.793     6.703     5.926     6.754     0.117       556
    28.487   111.470     1.473     6.888     1.850     7.026     0.210       556
    28.487   111.570     2.171     7.073     1.850     7.298     0.297       556
    28.487   111.670     2.887     7.258     1.850     7.571     0.381       556
    28.487   111.770     3.622     7.443     1.850     7.843     0.462       556
    28.487   111.870     4.375     7.598     1.545     8.097     0.540       556
    28.487   111.970     5.142     7.745     1.470     8.347     0.616       556
    28.487   112.070     5.924     7.891     1.469     8.596     0.689       556
    28.487   112.170     6.720     8.038     1.469     8.845     0.760       556
    28.487   112.270     7.531     8.185     1.470     9.095     0.828       556
    28.487   112.370     8.357     8.332     1.469     9.344     0.894       556
    28.487   112.470     9.198     8.479     1.469     9.594     0.959       556
    28.487   112.570    10.053     8.626     1.470     9.843     1.021       556
    28.487   112.670    10.923     8.773     1.470    10.092     1.082       556
    28.487   112.770    11.808     8.920     1.469    10.342     1.142       556
    28.487   112.870    12.709     9.161     2.405    10.666     1.192       556
    28.487   112.970    13.643     9.536     3.753    11.099     1.229       556
    28.487   113.070    14.620    10.008     4.718    11.611     1.259       556
    28.487   113.170    15.644    10.479     4.718    12.123     1.290       556
    28.487   113.270    16.716    10.951     4.718    12.636     1.323       556
    28.487   113.370    17.939    15.075    41.240    15.075     1.190       556
    28.487   113.470    19.957    19.361    23.084    19.361     1.031       556
    28.487   113.570    22.405    25.023    22.603    25.023     0.895       556
    28.487   113.670    25.188    29.629    35.228    31.712     0.794       556
    28.487   113.770    28.194    30.487     8.578    32.598     0.865       556
    28.487   113.870    31.306    31.796    13.095    33.934     0.923       556
    28.487   113.970    34.497    32.023     2.266    34.281     1.006       556
    28.487   114.070    37.711    32.249     2.265    34.629     1.089       556
    28.487   114.170    40.943    32.340     0.906    34.888     1.174       556
    28.487   114.270    44.177    32.340     0.000    35.088     1.259       556
    28.487   114.370    47.411    32.340     0.000    35.288     1.344       556
    28.487   114.470    50.645    32.340     0.000    35.488     1.427       556
    28.487   114.570    53.879    32.340     0.000    35.688     1.510       556
    28.487   114.670    57.113    32.340     0.000    35.888     1.591       556
    28.487   114.770    60.347    32.340     0.000    36.088     1.672       556
    28.487   114.870    63.581    32.340     0.000    36.288     1.752       556
    28.487   114.970    66.815    32.340     0.000    36.488     1.831       556
    28.487   115.070    70.049    32.340     0.000    36.688     1.909       556
    28.487   115.170    73.283    32.340     0.000    36.888     1.987       556
    28.487   115.270    76.517    32.340     0.000    37.088     2.063       556
    28.487   115.370    79.751    32.340     0.000    37.288     2.139       556
    28.487   115.470    82.985    32.340     0.000    37.488     2.214       556
    28.487   115.570    86.219    32.340     0.000    37.688     2.288       556
    28.487   115.670    89.453    32.340     0.000    37.888     2.361       556
    28.487   115.770    92.687    32.340     0.000    38.088     2.433       556
    28.487   115.870    95.921    32.340     0.000    38.288     2.505       556
    28.487   115.970    99.155    32.340     0.000    38.488     2.576       556
