"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.520   114.041   177.583    89.689    27.373    90.670     1.959      1004
    12.520   114.348   207.148   113.506    77.527   114.540     1.809      1004
    12.520   114.655   249.328   153.639   130.641   154.761     1.611      1004
    12.520   114.963   303.204   213.546   195.000   214.761     1.412      1004
    12.520   115.270   374.140   238.871    82.438   240.181     1.558      1004
    12.520   115.577   447.798   240.615     5.676   242.036     1.850      1004
    12.520   115.884   521.927   242.013     4.551   243.564     2.143      1004
    12.520   116.191   596.509   243.532     4.945   245.203     2.433      1004
    12.520   116.499   671.557   245.051     4.945   246.842     2.721      1004
    12.520   116.806   747.069   246.533     4.822   248.447     3.007      1004
    12.520   117.113   822.978   247.631     3.574   249.709     3.296      1004
    12.520   117.420   899.218   248.712     3.519   250.956     3.583      1004
    12.520   117.727   975.790   249.793     3.519   252.203     3.869      1004
    12.520   118.035  1052.724   251.142     4.392   253.695     4.150      1004
    12.520   118.342  1130.135   252.824     5.473   255.485     4.423      1004
    12.520   118.649  1208.140   255.695     9.347   258.448     4.675      1004
    12.520   118.956  1287.563   261.512    18.936   264.329     4.871      1004
    12.520   119.263  1368.598   266.256    15.442   269.134     5.085      1004
    12.520   119.571  1450.962   269.714    11.254   272.675     5.321      1004
    12.520   119.878  1534.312   272.911    10.409   275.960     5.560      1004
    12.520   120.185  1618.492   275.010     6.831   278.162     5.819      1004
    12.520   120.492  1703.284   277.012     6.516   280.266     6.077      1004
    12.520   120.799  1788.796   279.998     9.721   283.340     6.313      1004
    12.520   121.107  1875.341   283.436    11.192   286.861     6.537      1004
    12.520   121.414  1962.943   286.865    11.161   290.373     6.760      1004
    12.520   121.721  2051.450   288.854     6.475   292.486     7.014      1004
    12.520   122.028  2140.379   290.094     4.035   293.870     7.283      1004
    12.520   122.336  2229.689   291.333     4.035   295.254     7.552      1004
    12.520   122.643  2319.371   292.476     3.719   296.552     7.821      1004
    12.520   122.950  2409.387   293.543     3.474   297.784     8.091      1004
    12.520   123.257  2499.729   294.610     3.473   299.016     8.360      1004
    12.520   123.564  2590.400   295.677     3.474   300.249     8.628      1004
    12.520   123.872  2681.413   297.066     4.521   301.779     8.885      1004
    12.520   124.179  2773.010   299.249     7.108   304.048     9.120      1004
    12.520   124.486  2865.276   301.433     7.108   306.317     9.354      1004
    12.520   124.793  2958.214   303.617     7.109   308.585     9.586      1004
    12.520   125.100  3051.810   305.400     5.804   310.549     9.827      1004
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.420   109.663     0.807     5.161     0.000     5.237     0.154      1003
    12.420   109.976     3.301    10.995    19.465    11.146     0.296      1003
    12.420   110.288     8.171    19.137    26.027    19.360     0.422      1003
    12.420   110.601    14.977    24.404    16.838    24.695     0.606      1003
    12.420   110.914    23.354    28.937    14.491    29.295     0.797      1003
    12.420   111.227    33.066    33.162    13.508    33.589     0.984      1003
    12.420   111.540    44.259    38.771    17.930    39.262     1.127      1003
    12.420   111.852    57.342    44.868    19.491    45.423     1.262      1003
    12.420   112.165    72.561    52.777    25.284    53.396     1.359      1003
    12.420   112.478    90.294    60.108    23.436    60.792     1.485      1003
    12.420   112.791   110.090    66.466    20.324    67.215     1.638      1003
    12.420   113.104   132.003    73.721    23.194    74.535     1.771      1003
    12.420   113.417   156.237    81.517    24.922    82.391     1.896      1003
    12.420   113.729   183.114    90.089    27.404    91.025     2.012      1003
    12.420   114.042   212.027    94.769    14.961    95.812     2.213      1003
    12.420   114.355   244.830   131.496   117.413   132.651     1.846      1003
    12.420   114.668   292.878   184.641   169.893   184.641     1.586      1003
    12.420   114.981   355.564   211.497    85.097   212.893     1.670      1003
    12.420   115.293   426.074   236.227    79.059   237.713     1.792      1003
    12.420   115.606   500.191   237.503     4.079   239.156     2.091      1003
    12.420   115.919   574.656   238.605     3.523   240.435     2.390      1003
    12.420   116.232   649.466   239.707     3.523   241.714     2.687      1003
    12.420   116.545   724.649   241.302     5.101   243.455     2.977      1003
    12.420   116.857   800.504   243.491     6.996   245.750     3.257      1003
    12.420   117.170   876.863   244.727     3.951   247.138     3.548      1003
    12.420   117.483   953.610   245.985     4.023   248.548     3.837      1003
    12.420   117.796  1030.763   247.306     4.223   250.015     4.123      1003
    12.420   118.109  1108.328   248.627     4.223   251.482     4.407      1003
    12.420   118.421  1186.344   250.668     6.526   253.647     4.677      1003
    12.420   118.734  1265.566   256.077    17.291   259.126     4.884      1003
    12.420   119.047  1346.388   260.677    14.706   263.797     5.104      1003
    12.420   119.360  1428.806   265.106    14.157   268.324     5.325      1003
    12.420   119.673  1512.220   268.330    10.308   271.638     5.567      1003
    12.420   119.985  1596.990   272.856    14.468   277.061     5.764      1003
    12.420   120.298  1682.882   278.465    17.931   282.756     5.952      1003
    12.420   120.611  1771.109   283.356    15.634   287.743     6.155      1003
    12.420   120.924  1859.919   284.322     3.089   288.972     6.436      1003
    12.420   121.237  1948.982   285.118     2.546   290.055     6.719      1003
    12.420   121.550  2038.294   285.915     2.546   291.138     7.001      1003
    12.420   121.862  2127.855   286.711     2.546   292.220     7.282      1003
    12.420   122.175  2217.736   288.012     4.159   293.672     7.552      1003
    12.420   122.488  2308.040   289.362     4.315   295.160     7.820      1003
    12.420   122.801  2398.754   290.577     3.885   296.530     8.089      1003
    12.420   123.114  2489.823   291.694     3.571   297.815     8.360      1003
    12.420   123.426  2581.242   292.811     3.571   299.100     8.630      1003
    12.420   123.739  2673.053   294.471     5.305   300.887     8.884      1003
    12.420   124.052  2765.510   296.666     7.018   303.171     9.122      1003
    12.420   124.365  2858.653   298.861     7.018   305.454     9.359      1003
    12.420   124.678  2952.483   301.057     7.018   307.738     9.594      1003
    12.420   124.990  3046.995   303.000     6.212   309.830     9.834      1003
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.320   109.842     0.884     5.859     0.000     6.005     0.147      1002
    12.320   110.154     4.262    16.801    19.290    17.068     0.250      1002
    12.320   110.465    10.100    20.935    13.259    21.298     0.474      1002
    12.320   110.777    17.386    25.896    15.910    26.364     0.659      1002
    12.320   111.089    26.259    31.013    16.410    31.585     0.831      1002
    12.320   111.401    36.727    36.129    16.410    36.806     0.998      1002
    12.320   111.713    49.647    47.497    36.457    48.272     1.028      1002
    12.320   112.024    66.111    57.848    33.194    58.700     1.126      1002
    12.320   112.336    85.455    66.180    26.722    67.106     1.273      1002
    12.320   112.648   107.253    73.636    23.911    74.637     1.437      1002
    12.320   112.960   131.289    80.180    20.988    81.257     1.616      1002
    12.320   113.272   157.206    86.016    18.717    87.188     1.803      1002
    12.320   113.584   184.947    91.918    18.926    93.194     1.985      1002
    12.320   113.895   214.421    97.017    16.352    98.399     2.179      1002
    12.320   114.207   245.464   102.324    17.021   103.812     2.364      1002
    12.320   114.519   279.745   133.038    98.501   134.624     2.078      1002
    12.320   114.831   329.910   177.384   142.220   179.220     1.841      1002
    12.320   115.143   390.200   207.625    96.983   209.707     1.861      1002
    12.320   115.454   460.932   233.738    83.745   236.065     1.953      1002
    12.320   115.766   533.946   234.583     2.712   237.178     2.251      1002
    12.320   116.078   607.256   235.859     4.091   238.647     2.545      1002
    12.320   116.390   681.073   237.610     5.616   240.509     2.832      1002
    12.320   116.702   755.442   239.411     5.775   242.417     3.116      1002
    12.320   117.013   830.376   241.221     5.805   244.334     3.399      1002
    12.320   117.325   905.874   243.031     5.805   246.251     3.679      1002
    12.320   117.637   981.932   244.783     5.619   248.112     3.958      1002
    12.320   117.949  1058.519   246.438     5.307   249.882     4.236      1002
    12.320   118.261  1135.615   248.067     5.225   251.628     4.513      1002
    12.320   118.573  1213.245   251.286    10.322   254.958     4.759      1002
    12.320   118.884  1292.998   257.184    18.915   260.959     4.955      1002
    12.320   119.196  1373.445   258.813     5.225   262.705     5.228      1002
    12.320   119.508  1454.521   261.880     9.838   265.862     5.471      1002
    12.320   119.820  1536.845   266.124    13.608   270.175     5.688      1002
    12.320   120.132  1620.370   269.424    10.585   273.556     5.923      1002
    12.320   120.443  1705.593   275.532    19.588   279.806     6.096      1002
    12.320   120.755  1791.938   278.297     8.867   282.685     6.339      1002
    12.320   121.067  1879.142   280.866     8.241   285.374     6.585      1002
    12.320   121.379  1966.932   282.243     4.414   286.886     6.856      1002
    12.320   121.691  2055.155   283.630     4.450   288.408     7.126      1002
    12.320   122.003  2143.811   285.017     4.449   289.929     7.394      1002
    12.320   122.314  2232.899   286.405     4.450   291.451     7.661      1002
    12.320   122.626  2322.414   287.675     4.075   292.872     7.930      1002
    12.320   122.938  2412.272   288.684     3.234   294.067     8.203      1002
    12.320   123.250  2502.445   289.692     3.234   295.261     8.475      1002
    12.320   123.562  2592.932   290.700     3.234   296.456     8.746      1002
    12.320   123.873  2683.769   292.208     4.833   298.110     9.003      1002
    12.320   124.185  2775.225   294.405     7.046   300.394     9.239      1002
    12.320   124.497  2867.366   296.602     7.046   302.678     9.473      1002
    12.320   124.809  2960.194   298.799     7.046   304.962     9.707      1002
