"ZEIT[H]" "K1101" "K1077" "K1013" "K 936" "K 971" "K1107" "K5117" "K1134" "K1146" "K1153" "K1157"
 41412.812 124.062 123.809 123.556 123.450 123.491 124.118 124.255 124.441 124.639 124.736 124.812
 41412.833 124.060 123.807 123.555 123.450 123.491 124.116 124.253 124.438 124.636 124.733 124.809
 41412.854 124.058 123.806 123.555 123.450 123.491 124.114 124.250 124.435 124.633 124.730 124.805
 41412.875 124.056 123.805 123.554 123.450 123.491 124.111 124.248 124.432 124.630 124.726 124.801
 41412.896 124.054 123.803 123.554 123.450 123.490 124.109 124.245 124.429 124.626 124.722 124.797
 41412.917 124.051 123.801 123.553 123.450 123.490 124.106 124.242 124.425 124.622 124.718 124.792
 41412.937 124.048 123.800 123.552 123.450 123.490 124.103 124.239 124.422 124.618 124.713 124.788
 41412.958 124.046 123.798 123.552 123.450 123.489 124.100 124.236 124.419 124.614 124.709 124.784
 41412.979 124.044 123.797 123.551 123.450 123.489 124.098 124.233 124.416 124.611 124.706 124.781
 41413.000 124.043 123.796 123.551 123.450 123.489 124.097 124.232 124.415 124.610 124.705 124.779
 41413.021 124.042 123.796 123.551 123.450 123.489 124.096 124.231 124.413 124.608 124.703 124.777
 41413.042 124.039 123.794 123.550 123.450 123.489 124.093 124.227 124.408 124.602 124.696 124.770
 41413.062 124.033 123.790 123.549 123.450 123.488 124.086 124.219 124.400 124.591 124.685 124.758
 41413.083 124.025 123.784 123.547 123.450 123.487 124.078 124.210 124.389 124.579 124.672 124.745
 41413.104 124.016 123.779 123.545 123.450 123.486 124.069 124.200 124.378 124.566 124.658 124.730
 41413.125 124.007 123.773 123.542 123.450 123.485 124.060 124.189 124.366 124.552 124.643 124.714
 41413.146 123.999 123.767 123.540 123.450 123.484 124.051 124.179 124.354 124.539 124.629 124.700
 41413.167 123.992 123.763 123.539 123.450 123.483 124.043 124.171 124.345 124.529 124.619 124.689
 41413.187 123.987 123.760 123.538 123.450 123.482 124.038 124.165 124.339 124.522 124.612 124.682
 41413.208 123.984 123.758 123.537 123.450 123.482 124.035 124.162 124.335 124.517 124.607 124.676
 41413.229 123.981 123.756 123.537 123.450 123.482 124.032 124.157 124.330 124.511 124.600 124.670
 41413.250 123.976 123.753 123.536 123.450 123.481 124.026 124.151 124.323 124.503 124.591 124.660
 41413.271 123.969 123.749 123.534 123.450 123.481 124.019 124.143 124.314 124.492 124.580 124.648
 41413.292 123.962 123.744 123.532 123.450 123.480 124.012 124.135 124.304 124.482 124.569 124.636
 41413.312 123.956 123.740 123.531 123.450 123.479 124.005 124.128 124.296 124.472 124.559 124.626
 41413.333 123.951 123.737 123.530 123.450 123.479 123.999 124.121 124.289 124.464 124.550 124.616
 41413.354 123.947 123.735 123.529 123.450 123.478 123.996 124.117 124.284 124.459 124.545 124.612
 41413.375 123.949 123.736 123.530 123.450 123.478 123.997 124.120 124.288 124.465 124.551 124.619
 41413.396 123.957 123.742 123.532 123.450 123.479 124.007 124.130 124.301 124.480 124.568 124.636
 41413.417 123.970 123.750 123.535 123.450 123.481 124.020 124.145 124.317 124.498 124.588 124.657
 41413.437 123.982 123.758 123.538 123.450 123.482 124.033 124.159 124.333 124.516 124.607 124.677
 41413.458 123.992 123.764 123.540 123.450 123.483 124.044 124.172 124.347 124.532 124.623 124.694
 41413.479 124.000 123.769 123.542 123.450 123.484 124.052 124.181 124.358 124.544 124.635 124.707
 41413.500 124.004 123.772 123.543 123.450 123.485 124.057 124.186 124.363 124.549 124.641 124.712
 41413.521 124.005 123.772 123.543 123.450 123.485 124.058 124.187 124.364 124.550 124.642 124.713
 41413.542 124.006 123.772 123.543 123.450 123.485 124.058 124.188 124.365 124.552 124.644 124.716
 41413.562 124.008 123.774 123.543 123.450 123.485 124.061 124.191 124.369 124.557 124.649 124.721
 41413.583 124.012 123.777 123.544 123.450 123.485 124.065 124.196 124.374 124.563 124.656 124.728
 41413.604 124.017 123.780 123.545 123.450 123.486 124.070 124.202 124.381 124.571 124.664 124.737
 41413.625 124.023 123.784 123.547 123.450 123.487 124.077 124.209 124.389 124.581 124.674 124.748
 41413.646 124.030 123.788 123.548 123.450 123.487 124.083 124.216 124.398 124.590 124.685 124.759
 41413.667 124.035 123.791 123.550 123.450 123.488 124.089 124.223 124.404 124.598 124.693 124.767
 41413.687 124.038 123.794 123.550 123.450 123.489 124.092 124.227 124.409 124.603 124.698 124.772
 41413.708 124.040 123.795 123.551 123.450 123.489 124.095 124.229 124.411 124.606 124.701 124.775
 41413.729 124.041 123.795 123.551 123.450 123.489 124.096 124.230 124.412 124.607 124.702 124.776
 41413.750 124.040 123.795 123.551 123.450 123.489 124.094 124.229 124.411 124.604 124.699 124.773
 41413.771 124.037 123.792 123.550 123.450 123.488 124.091 124.224 124.406 124.598 124.693 124.766
 41413.792 124.031 123.789 123.548 123.450 123.488 124.085 124.218 124.398 124.590 124.683 124.756
 41413.812 124.025 123.784 123.547 123.450 123.487 124.078 124.210 124.389 124.579 124.672 124.745
 41413.833 124.017 123.780 123.545 123.450 123.486 124.070 124.201 124.379 124.568 124.660 124.732
 41413.854 124.011 123.775 123.543 123.450 123.485 124.063 124.193 124.370 124.558 124.650 124.721
 41413.875 124.005 123.771 123.542 123.450 123.484 124.057 124.187 124.364 124.550 124.642 124.713
 41413.896 124.001 123.769 123.541 123.450 123.484 124.054 124.183 124.359 124.545 124.636 124.707
 41413.917 123.998 123.767 123.541 123.450 123.484 124.050 124.179 124.354 124.539 124.630 124.701
 41413.937 123.995 123.765 123.540 123.450 123.483 124.046 124.174 124.349 124.533 124.624 124.694
 41413.958 123.991 123.762 123.539 123.450 123.483 124.042 124.169 124.343 124.527 124.617 124.687
 41413.979 123.986 123.760 123.538 123.450 123.482 124.037 124.164 124.337 124.519 124.609 124.678
 41414.000 123.981 123.756 123.537 123.450 123.482 124.032 124.157 124.330 124.511 124.600 124.669
 41414.021 123.976 123.753 123.535 123.450 123.481 124.026 124.152 124.323 124.504 124.592 124.661
 41414.042 123.972 123.751 123.535 123.450 123.481 124.023 124.148 124.320 124.500 124.588 124.657
 41414.062 123.971 123.750 123.535 123.450 123.481 124.022 124.147 124.318 124.498 124.587 124.656
 41414.083 123.972 123.751 123.535 123.450 123.481 124.022 124.147 124.319 124.499 124.587 124.656
 41414.104 123.973 123.751 123.535 123.450 123.481 124.023 124.148 124.320 124.501 124.589 124.658
 41414.125 123.975 123.753 123.536 123.450 123.481 124.025 124.151 124.323 124.504 124.593 124.662
 41414.146 123.978 123.755 123.536 123.450 123.482 124.028 124.154 124.327 124.509 124.598 124.667
 41414.167 123.981 123.757 123.537 123.450 123.482 124.032 124.158 124.331 124.514 124.603 124.673
 41414.187 123.984 123.759 123.538 123.450 123.482 124.035 124.162 124.335 124.518 124.608 124.678
 41414.208 123.987 123.760 123.538 123.450 123.483 124.038 124.165 124.339 124.523 124.613 124.683
 41414.229 123.989 123.762 123.539 123.450 123.483 124.041 124.168 124.342 124.526 124.616 124.687
 41414.250 123.991 123.763 123.539 123.450 123.483 124.043 124.170 124.345 124.529 124.619 124.689
 41414.271 123.993 123.764 123.540 123.450 123.483 124.044 124.172 124.347 124.532 124.622 124.693
 41414.292 123.995 123.766 123.540 123.450 123.483 124.047 124.176 124.351 124.537 124.628 124.699
 41414.312 124.000 123.769 123.541 123.450 123.484 124.052 124.181 124.358 124.545 124.636 124.708
 41414.333 124.006 123.773 123.543 123.450 123.485 124.059 124.188 124.366 124.554 124.646 124.718
 41414.354 124.013 123.777 123.544 123.450 123.485 124.066 124.197 124.375 124.565 124.658 124.730
 41414.375 124.021 123.782 123.546 123.450 123.486 124.074 124.206 124.387 124.578 124.672 124.745
 41414.396 124.030 123.788 123.549 123.450 123.487 124.084 124.217 124.398 124.591 124.686 124.760
 41414.417 124.037 123.793 123.550 123.450 123.488 124.091 124.225 124.408 124.601 124.697 124.771
 41414.437 124.041 123.796 123.551 123.450 123.489 124.096 124.230 124.413 124.607 124.703 124.777
 41414.458 124.044 123.797 123.552 123.450 123.489 124.098 124.233 124.416 124.611 124.706 124.781
 41414.479 124.045 123.797 123.552 123.450 123.489 124.099 124.234 124.417 124.612 124.708 124.782
 41414.500 124.045 123.798 123.552 123.450 123.489 124.099 124.234 124.417 124.612 124.708 124.782
 41414.521 124.044 123.797 123.552 123.450 123.489 124.099 124.234 124.417 124.612 124.707 124.782
 41414.542 124.044 123.797 123.552 123.450 123.489 124.099 124.234 124.417 124.612 124.708 124.782
 41414.562 124.045 123.798 123.552 123.450 123.489 124.100 124.235 124.418 124.613 124.709 124.784
 41414.583 124.046 123.798 123.552 123.450 123.489 124.101 124.236 124.419 124.615 124.711 124.785
 41414.604 124.047 123.799 123.552 123.450 123.490 124.102 124.238 124.421 124.617 124.713 124.788
 41414.625 124.049 123.800 123.553 123.450 123.490 124.104 124.239 124.423 124.619 124.715 124.790
 41414.646 124.049 123.801 123.553 123.450 123.490 124.104 124.240 124.423 124.619 124.715 124.789
 41414.667 124.046 123.799 123.552 123.450 123.490 124.101 124.236 124.419 124.613 124.708 124.783
 41414.687 124.040 123.795 123.551 123.450 123.489 124.094 124.228 124.410 124.603 124.698 124.771
 41414.708 124.032 123.789 123.548 123.450 123.488 124.086 124.219 124.399 124.591 124.684 124.757
 41414.729 124.024 123.784 123.546 123.450 123.487 124.077 124.209 124.388 124.578 124.671 124.743
 41414.750 124.016 123.778 123.544 123.450 123.486 124.068 124.199 124.377 124.565 124.657 124.729
 41414.771 124.009 123.774 123.543 123.450 123.485 124.061 124.191 124.368 124.556 124.647 124.719
 41414.792 124.005 123.771 123.542 123.450 123.484 124.057 124.187 124.363 124.550 124.642 124.713
 41414.812 124.003 123.770 123.542 123.450 123.484 124.056 124.185 124.362 124.548 124.640 124.711
 41414.833 124.003 123.771 123.542 123.450 123.484 124.056 124.185 124.362 124.548 124.640 124.711
 41414.854 124.004 123.771 123.542 123.450 123.484 124.056 124.186 124.363 124.549 124.641 124.712
 41414.875 124.005 123.772 123.542 123.450 123.485 124.057 124.187 124.364 124.551 124.642 124.714
 41414.896 124.006 123.772 123.543 123.450 123.485 124.058 124.188 124.365 124.552 124.644 124.715
 41414.917 124.007 123.773 123.543 123.450 123.485 124.059 124.189 124.366 124.554 124.646 124.717
 41414.937 124.008 123.774 123.543 123.450 123.485 124.060 124.190 124.368 124.555 124.647 124.719
 41414.958 124.009 123.774 123.543 123.450 123.485 124.061 124.191 124.369 124.557 124.649 124.720
 41414.979 124.010 123.775 123.543 123.450 123.485 124.062 124.192 124.370 124.558 124.650 124.722
 41415.000 124.010 123.775 123.544 123.450 123.485 124.063 124.193 124.370 124.558 124.650 124.722
 41415.021 124.009 123.774 123.543 123.450 123.485 124.061 124.191 124.368 124.556 124.647 124.719
 41415.042 124.005 123.772 123.542 123.450 123.485 124.057 124.187 124.363 124.549 124.640 124.711
 41415.062 123.999 123.768 123.541 123.450 123.484 124.051 124.179 124.354 124.539 124.629 124.700
 41415.083 123.991 123.763 123.539 123.450 123.483 124.043 124.170 124.344 124.527 124.617 124.687
 41415.104 123.984 123.758 123.537 123.450 123.482 124.035 124.161 124.334 124.516 124.605 124.674
 41415.125 123.977 123.754 123.536 123.450 123.481 124.028 124.154 124.326 124.507 124.595 124.664
 41415.146 123.973 123.751 123.535 123.450 123.481 124.024 124.149 124.321 124.501 124.590 124.659
 41415.167 123.973 123.751 123.535 123.450 123.481 124.023 124.148 124.320 124.500 124.589 124.658
 41415.187 123.974 123.752 123.535 123.450 123.481 124.024 124.150 124.322 124.503 124.591 124.660
 41415.208 123.976 123.754 123.536 123.450 123.481 124.027 124.152 124.325 124.506 124.595 124.664
 41415.229 123.979 123.755 123.537 123.450 123.482 124.029 124.155 124.328 124.510 124.599 124.668
 41415.250 123.981 123.757 123.537 123.450 123.482 124.032 124.158 124.331 124.513 124.603 124.672
 41415.271 123.983 123.758 123.538 123.450 123.482 124.034 124.161 124.334 124.516 124.606 124.676
 41415.292 123.985 123.759 123.538 123.450 123.482 124.036 124.162 124.336 124.519 124.609 124.678
 41415.312 123.986 123.760 123.538 123.450 123.482 124.037 124.164 124.338 124.520 124.610 124.680
 41415.333 123.987 123.760 123.538 123.450 123.483 124.038 124.165 124.339 124.522 124.612 124.682
 41415.354 123.988 123.761 123.539 123.450 123.483 124.039 124.166 124.340 124.524 124.614 124.684
 41415.375 123.989 123.762 123.539 123.450 123.483 124.041 124.168 124.343 124.527 124.617 124.688
 41415.396 123.993 123.764 123.540 123.450 123.483 124.044 124.173 124.348 124.533 124.624 124.694
 41415.417 123.998 123.767 123.541 123.450 123.484 124.050 124.179 124.355 124.541 124.633 124.704
 41415.437 124.005 123.772 123.543 123.450 123.485 124.057 124.187 124.365 124.552 124.645 124.717
 41415.458 124.013 123.777 123.544 123.450 123.485 124.066 124.197 124.376 124.565 124.658 124.731
 41415.479 124.021 123.782 123.546 123.450 123.486 124.074 124.206 124.386 124.577 124.670 124.743
 41415.500 124.026 123.786 123.548 123.450 123.487 124.080 124.212 124.393 124.584 124.678 124.751
 41415.521 124.029 123.788 123.548 123.450 123.487 124.083 124.216 124.396 124.588 124.682 124.755
 41415.542 124.031 123.788 123.548 123.450 123.488 124.084 124.217 124.398 124.591 124.685 124.758
 41415.562 124.032 123.789 123.549 123.450 123.488 124.085 124.219 124.400 124.592 124.686 124.760
 41415.583 124.032 123.789 123.549 123.450 123.488 124.086 124.219 124.400 124.593 124.687 124.761
 41415.604 124.033 123.790 123.549 123.450 123.488 124.087 124.221 124.403 124.596 124.691 124.764
 41415.625 124.038 123.793 123.550 123.450 123.488 124.093 124.227 124.410 124.605 124.701 124.775
 41415.646 124.047 123.799 123.552 123.450 123.489 124.102 124.238 124.422 124.619 124.716 124.791
 41415.667 124.056 123.805 123.555 123.450 123.491 124.111 124.248 124.434 124.632 124.729 124.805
 41415.687 124.063 123.810 123.557 123.450 123.492 124.118 124.256 124.442 124.641 124.738 124.815
 41415.708 124.066 123.812 123.557 123.450 123.492 124.122 124.260 124.446 124.646 124.744 124.820
 41415.729 124.068 123.813 123.558 123.450 123.492 124.124 124.263 124.449 124.650 124.747 124.824
 41415.750 124.070 123.814 123.558 123.450 123.492 124.126 124.265 124.452 124.653 124.751 124.828
 41415.771 124.072 123.815 123.559 123.450 123.493 124.128 124.267 124.455 124.656 124.754 124.831
 41415.792 124.074 123.816 123.559 123.450 123.493 124.130 124.269 124.456 124.657 124.756 124.832
 41415.812 124.074 123.816 123.559 123.450 123.493 124.130 124.269 124.456 124.657 124.755 124.832
 41415.833 124.073 123.816 123.559 123.450 123.493 124.129 124.268 124.455 124.656 124.755 124.831
 41415.854 124.072 123.815 123.558 123.450 123.493 124.128 124.267 124.454 124.654 124.752 124.829
 41415.875 124.069 123.814 123.558 123.450 123.492 124.125 124.263 124.450 124.649 124.747 124.823
 41415.896 124.065 123.811 123.557 123.450 123.492 124.120 124.258 124.444 124.642 124.739 124.815
 41415.917 124.060 123.807 123.555 123.450 123.491 124.115 124.252 124.437 124.635 124.732 124.807
 41415.937 124.056 123.804 123.554 123.450 123.491 124.111 124.247 124.432 124.629 124.725 124.800
 41415.958 124.052 123.802 123.553 123.450 123.490 124.107 124.243 124.427 124.623 124.719 124.794
 41415.979 124.049 123.800 123.552 123.450 123.490 124.104 124.240 124.423 124.619 124.715 124.790
 41416.000 124.049 123.800 123.552 123.450 123.490 124.104 124.240 124.425 124.621 124.718 124.793
 41416.021 124.054 123.803 123.554 123.450 123.490 124.109 124.245 124.431 124.629 124.725 124.801
 41416.042 124.059 123.807 123.555 123.450 123.491 124.115 124.252 124.438 124.636 124.733 124.809
 41416.062 124.063 123.810 123.557 123.450 123.492 124.118 124.256 124.442 124.641 124.738 124.814
 41416.083 124.064 123.810 123.557 123.450 123.492 124.120 124.257 124.443 124.642 124.739 124.815
 41416.104 124.063 123.809 123.556 123.450 123.492 124.118 124.256 124.441 124.640 124.737 124.813
 41416.125 124.060 123.808 123.555 123.450 123.491 124.116 124.253 124.438 124.635 124.732 124.808
 41416.146 124.057 123.805 123.554 123.450 123.491 124.112 124.248 124.433 124.630 124.727 124.802
 41416.167 124.054 123.803 123.554 123.450 123.490 124.109 124.245 124.430 124.626 124.723 124.798
 41416.187 124.052 123.802 123.553 123.450 123.490 124.107 124.243 124.428 124.624 124.720 124.795
 41416.208 124.051 123.802 123.553 123.450 123.490 124.106 124.242 124.426 124.622 124.719 124.794
 41416.229 124.050 123.801 123.553 123.450 123.490 124.105 124.241 124.425 124.621 124.717 124.792
 41416.250 124.050 123.801 123.553 123.450 123.490 124.105 124.241 124.425 124.621 124.717 124.792
 41416.271 124.051 123.801 123.553 123.450 123.490 124.106 124.242 124.426 124.623 124.719 124.794
 41416.292 124.053 123.803 123.554 123.450 123.490 124.108 124.244 124.429 124.626 124.722 124.798
 41416.312 124.055 123.804 123.554 123.450 123.490 124.110 124.247 124.432 124.630 124.726 124.802
 41416.333 124.058 123.806 123.555 123.450 123.491 124.113 124.250 124.436 124.634 124.731 124.807
 41416.354 124.061 123.808 123.556 123.450 123.491 124.116 124.254 124.439 124.638 124.735 124.811
 41416.375 124.064 123.810 123.556 123.450 123.492 124.119 124.257 124.443 124.643 124.740 124.816
 41416.396 124.067 123.812 123.557 123.450 123.492 124.122 124.261 124.447 124.647 124.745 124.822
 41416.417 124.070 123.814 123.558 123.450 123.492 124.126 124.264 124.451 124.652 124.750 124.827
 41416.437 124.073 123.816 123.559 123.450 123.493 124.129 124.268 124.456 124.657 124.755 124.832
 41416.458 124.076 123.818 123.560 123.450 123.493 124.132 124.272 124.460 124.662 124.760 124.838
